               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,            0.040224,             0.33904,            0.012628,             0.60436,             0.69315,             0.67125,             0.39487,            0.033736,             0.31274,            0.016633,            0.002146,            0.002146,            0.002146
                 121,            0.039457,             0.33511,            0.013002,             0.62767,             0.71381,              0.6746,             0.39762,            0.034171,             0.31144,            0.015911,             0.00208,             0.00208,             0.00208
                 122,            0.037647,             0.32543,            0.012927,             0.65605,             0.66936,             0.66591,             0.40852,            0.033642,             0.31837,            0.016099,            0.002014,            0.002014,            0.002014
                 123,            0.037185,             0.33211,            0.013143,             0.64394,             0.69057,             0.67827,              0.4102,             0.03275,             0.31047,            0.016431,            0.001948,            0.001948,            0.001948
                 124,            0.037324,             0.33378,            0.012827,             0.66249,             0.69582,             0.67982,             0.41343,            0.032957,             0.30863,            0.015415,            0.001882,            0.001882,            0.001882
                 125,             0.03681,             0.32502,            0.012764,             0.62573,             0.63563,             0.65272,             0.39436,            0.033352,             0.31142,            0.017842,            0.001816,            0.001816,            0.001816
                 126,            0.038108,             0.32755,            0.012554,             0.65192,             0.69318,             0.68245,             0.41291,            0.033479,             0.31779,            0.015135,             0.00175,             0.00175,             0.00175
                 127,             0.03745,             0.33257,            0.012404,             0.66279,             0.70802,             0.68511,             0.41657,            0.033195,             0.31528,            0.014179,            0.001684,            0.001684,            0.001684
                 128,             0.03644,             0.33639,            0.012905,              0.6397,             0.70879,             0.67753,             0.41181,            0.033042,             0.30965,            0.015295,            0.001618,            0.001618,            0.001618
                 129,            0.037687,             0.34076,            0.012651,             0.63352,             0.71056,             0.66859,             0.40929,            0.033199,             0.31607,             0.01549,            0.001552,            0.001552,            0.001552
                 130,            0.036372,             0.31784,            0.012911,              0.6411,             0.69483,             0.67469,              0.4104,            0.033261,             0.31794,            0.015202,            0.001486,            0.001486,            0.001486
                 131,            0.038947,             0.35205,            0.012848,               0.639,             0.67464,             0.66788,             0.40109,            0.033978,             0.32512,            0.014377,             0.00142,             0.00142,             0.00142
                 132,            0.036783,             0.31589,             0.01264,               0.668,             0.67818,             0.67192,             0.40489,             0.03364,             0.32328,            0.014659,            0.001354,            0.001354,            0.001354
                 133,            0.036581,             0.31845,            0.012323,             0.63735,             0.67282,             0.66327,             0.40598,            0.033537,             0.32552,            0.016188,            0.001288,            0.001288,            0.001288
                 134,             0.03645,             0.31485,            0.012211,             0.64986,             0.70288,             0.68969,             0.42194,            0.032581,             0.31294,            0.015343,            0.001222,            0.001222,            0.001222
                 135,            0.036992,             0.32968,            0.012506,             0.66564,             0.70795,             0.68338,             0.41712,            0.033148,             0.31979,            0.013817,            0.001156,            0.001156,            0.001156
                 136,            0.036416,             0.32659,            0.011982,              0.6394,              0.6955,              0.6739,             0.41112,            0.033169,             0.31922,            0.016702,             0.00109,             0.00109,             0.00109
                 137,            0.036888,             0.31652,            0.012596,             0.64706,             0.68224,               0.663,             0.39389,            0.034782,             0.33418,            0.015574,            0.001024,            0.001024,            0.001024
                 138,            0.036156,             0.31531,            0.012465,             0.65914,             0.70337,             0.67303,             0.40742,            0.033519,             0.32963,            0.014405,            0.000958,            0.000958,            0.000958
                 139,            0.035918,             0.30686,             0.01257,               0.643,             0.71562,             0.68007,             0.41716,            0.032648,             0.31548,            0.016708,            0.000892,            0.000892,            0.000892
                 140,            0.035571,             0.30582,            0.012188,             0.64946,             0.69586,             0.67823,             0.41954,            0.032851,             0.32239,            0.014906,            0.000826,            0.000826,            0.000826
                 141,            0.035629,              0.3163,            0.011967,             0.67633,             0.70974,             0.69606,             0.42143,            0.033497,             0.32023,             0.01362,             0.00076,             0.00076,             0.00076
                 142,            0.036009,             0.32009,            0.011872,              0.6729,             0.68843,             0.67998,             0.41939,            0.033262,             0.32861,             0.01366,            0.000694,            0.000694,            0.000694
                 143,            0.034501,             0.30449,            0.012125,             0.64834,              0.7317,             0.68891,             0.42627,            0.032617,             0.31853,            0.014395,            0.000628,            0.000628,            0.000628
                 144,            0.034468,              0.3176,            0.011964,             0.66599,              0.7072,             0.69158,             0.42808,            0.032357,             0.31505,            0.014596,            0.000562,            0.000562,            0.000562
                 145,            0.033819,             0.29092,            0.011956,             0.66516,             0.70262,             0.68771,             0.42613,             0.03267,             0.32044,            0.014567,            0.000496,            0.000496,            0.000496
                 146,            0.035351,             0.31622,            0.011977,             0.65884,             0.70813,             0.68951,             0.42263,            0.032542,              0.3189,            0.014321,             0.00043,             0.00043,             0.00043
                 147,            0.034484,             0.30663,            0.011684,             0.65939,             0.71684,              0.6941,             0.42728,            0.032522,             0.31777,            0.014581,            0.000364,            0.000364,            0.000364
                 148,             0.03414,             0.29724,            0.011736,             0.66284,             0.70807,             0.68806,              0.4248,            0.032751,              0.3243,            0.014142,            0.000298,            0.000298,            0.000298
                 149,              0.0347,             0.29761,            0.011416,             0.65908,             0.72411,             0.68421,             0.42326,            0.032596,             0.32658,            0.013879,            0.000232,            0.000232,            0.000232
